z = 116.743

:                  x     v     b      a       c       :=
August    23 3    0     0     60.5   7.5   0.39643
August    23 4    3.5   0     64     7.5   0.39602
August    23 5    0     0     64     7.5   0.39628
August    23 6    0     0     64     7.5   0.4007
August    23 7    0     0     64     7.5   0.43826
August    23 8    0     5.5   58.5   0     0.42496
August    23 9    0     0     58.5   0     0.42467
August    23 10   0     0     58.5   0     0.45997
August    23 11   0     0     58.5   0     0.46798
August    23 12   0     0     58.5   0     0.45762
August    23 13   0     0     58.5   0     0.45765
August    23 14   0     0     58.5   0     0.4699
August    23 15   0     0     58.5   0     0.45788
August    23 16   0     0     58.5   0     0.46004
August    23 17   0     5.5   53     0     0.46325
August    23 18   0     0     53     7.5   0.4699
August    23 19   0     0     53     7.5   0.46321
August    23 20   0     0     53     7.5   0.44597
August    23 21   0     0     53     7.5   0.44752
August    23 22   0     0     53     7.5   0.45895
August    23 23   0     0     53     7.5   0.44499
August    23 24   3.5   0     56.5   7.5   0.42491
August    24 1    0     0     56.5   7.5   0.43109
August    24 2    0     0     56.5   7.5   0.42996
August    24 3    0     0     56.5   7.5   0.42634
August    24 4    0     0     56.5   7.5   0.42497
August    24 5    7.5   0     64     7.5   0.42457
August    24 6    0     0     64     7.5   0.43006
August    24 7    0     0     64     7.5   0.45715
August    24 8    0     5.5   58.5   0     0.47128
August    24 9    0     0     58.5   0     0.49802
August    24 10   0     0     58.5   0     0.48506
August    24 11   0     0     58.5   0     0.48
August    24 12   0     0     58.5   0     0.47795
August    24 13   0     0     58.5   0     0.48626
August    24 14   0     0     58.5   0     0.48007
August    24 15   0     0     58.5   0     0.48503
August    24 16   0     0     58.5   0     0.44999
August    24 17   0     5.5   53     0     0.45075
August    24 18   0     0     53     7.5   0.45239
August    24 19   0     0     53     7.5   0.44053
August    24 20   0     0     53     7.5   0.43348
August    24 21   0     0     53     7.5   0.43149
August    24 22   0     0     53     7.5   0.45757
August    24 23   0     0     53     7.5   0.43108
August    24 24   0     0     53     7.5   0.42789
August    25 1    0     0     53     7.5   0.46455
August    25 2    0     0     53     7.5   0.4634
August    25 3    0     0     53     7.5   0.46179
August    25 4    0     0     53     7.5   0.46209
August    25 5    0     0     53     7.5   0.46222
August    25 6    0     0     53     7.5   0.46442
August    25 7    0     0     53     7.5   0.48999
August    25 8    0     5.5   47.5   0     0.49806
August    25 9    0     0     47.5   0     0.49721
August    25 10   0     0     47.5   0     0.4838
August    25 11   0     0     47.5   0     0.47996
August    25 12   0     0     47.5   0     0.47622
August    25 13   0     0     47.5   0     0.47641
August    25 14   0     0     47.5   0     0.47487
August    25 15   0     0     47.5   0     0.47441
August    25 16   0     0     47.5   0     0.47608
August    25 17   0     5.5   42     0     0.4749
August    25 18   0     0     42     7.5   0.47658
August    25 19   0     0     42     7.5   0.47241
August    25 20   0     0     42     7.5   0.4732
August    25 21   0     0     42     7.5   0.496
August    25 22   0     0     42     7.5   0.49804
August    25 23   0     0     42     7.5   0.47003
August    25 24   0     0     42     7.5   0.46871
August    26 1    0     0     42     7.5   0.48109
August    26 2    0     0     42     7.5   0.47629
August    26 3    0     0     42     7.5   0.47306
August    26 4    0     0     42     7.5   0.47104
August    26 5    0     0     42     7.5   0.47007
August    26 6    0     0     42     7.5   0.47251
August    26 7    0     0     42     7.5   0.48958
August    26 8    0     5.5   36.5   0     0.49994
August    26 9    0     0     36.5   0     0.52043
August    26 10   0     0     36.5   0     0.51601
August    26 11   0     0     36.5   0     0.51693
August    26 12   0     0     36.5   0     0.49994
August    26 13   0     0     36.5   0     0.50366
August    26 14   0     0     36.5   0     0.5035
August    26 15   0     0     36.5   0     0.50146
August    26 16   0     0     36.5   0     0.49928
August    26 17   0     5.5   31     0     0.49843
August    26 18   0     0     31     7.5   0.49839
August    26 19   0     0     31     7.5   0.49593
August    26 20   0     0     31     7.5   0.4948
August    26 21   0     0     31     7.5   0.47646
August    26 22   0     0     31     7.5   0.46758
August    26 23   0     0     31     7.5   0.47193
August    26 24   0     0     31     7.5   0.46901
August    27 1    0     0     31     7.5   0.51038
August    27 2    0     0     31     7.5   0.50302
August    27 3    0     0     31     7.5   0.50196
August    27 4    0     0     31     7.5   0.50013
August    27 5    0     0     31     7.5   0.49998
August    27 6    0     0     31     7.5   0.50158
August    27 7    0     0     31     7.5   0.50444
August    27 8    0     0     31     7.5   0.50734
August    27 9    0     0     31     7.5   0.51463
August    27 10   0     0     31     7.5   0.5271
August    27 11   0     0     31     7.5   0.53441
August    27 12   0     0     31     7.5   0.53202
August    27 13   0     0     31     7.5   0.532
August    27 14   0     0     31     7.5   0.50456
August    27 15   0     0     31     7.5   0.5012
August    27 16   0     0     31     7.5   0.4765
August    27 17   0     0     31     7.5   0.502
August    27 18   0     0     31     7.5   0.52241
August    27 19   0     0     31     7.5   0.52777
August    27 20   0     0     31     7.5   0.52346
August    27 21   0     0     31     7.5   0.51995
August    27 22   0     0     31     7.5   0.5219
August    27 23   0     0     31     7.5   0.51881
August    27 24   0     0     31     7.5   0.51172
August    28 1    0     0     31     7.5   0.56657
August    28 2    0     0     31     7.5   0.50709
August    28 3    0     0     31     7.5   0.48266
August    28 4    0     0     31     7.5   0.43
August    28 5    3.3   0     34.3   7.5   0.42597
August    28 6    7.5   0     41.8   7.5   0.40992
August    28 7    0     0     41.8   7.5   0.42729
August    28 8    0     0     41.8   7.5   0.44191
August    28 9    0     0     41.8   7.5   0.46745
August    28 10   0     0     41.8   7.5   0.43762
August    28 11   7.5   0     49.3   7.5   0.33868
August    28 12   0     0     49.3   7.5   0.49996
August    28 13   0     0     49.3   7.5   0.50301
August    28 14   0     0     49.3   7.5   0.50301
August    28 15   0     0     49.3   7.5   0.49993
August    28 16   0     0     49.3   7.5   0.47008
August    28 17   7.5   0     56.8   7.5   0.38197
August    28 18   0     0     56.8   7.5   0.49261
August    28 19   0     0     56.8   7.5   0.50937
August    28 20   0     0     56.8   7.5   0.56718
August    28 21   0     0     56.8   7.5   0.56662
August    28 22   0     0     56.8   7.5   0.57042
August    28 23   0     0     56.8   7.5   0.56749
August    28 24   0     0     56.8   7.5   0.56107
August    29 1    0     0     56.8   7.5   0.57375
August    29 2    0     0     56.8   7.5   0.52836
August    29 3    0     0     56.8   7.5   0.51481
August    29 4    0     0     56.8   7.5   0.50987
August    29 5    0     0     56.8   7.5   0.51455
August    29 6    0     0     56.8   7.5   0.58236
August    29 7    0     0     56.8   7.5   0.5999
August    29 8    0     5.5   51.3   0     0.6112
August    29 9    0     0     51.3   0     0.63875
August    29 10   0     0     51.3   0     0.63951
August    29 11   0     0     51.3   0     0.63438
August    29 12   0     0     51.3   0     0.59991
August    29 13   0     0     51.3   0     0.56632
August    29 14   0     0     51.3   0     0.56994
August    29 15   0     0     51.3   0     0.56007
August    29 16   0     0     51.3   0     0.60365
August    29 17   0     5.5   45.8   0     0.63338
August    29 18   0     0     45.8   7.5   0.63702
August    29 19   0     0     45.8   7.5   0.63329
August    29 20   0     0     45.8   7.5   0.63335
August    29 21   0     0     45.8   7.5   0.63906
August    29 22   0     0     45.8   7.5   0.64004
August    29 23   0     0     45.8   7.5   0.63845
August    29 24   0     0     45.8   7.5   0.63168
August    30 1    0     0     45.8   7.5   0.66235
August    30 2    0     0     45.8   7.5   0.6141
August    30 3    0     0     45.8   7.5   0.58501
August    30 4    0     0     45.8   7.5   0.58496
August    30 5    0     0     45.8   7.5   0.59499
August    30 6    0     0     45.8   7.5   0.65889
August    30 7    0     0     45.8   7.5   0.67705
August    30 8    0     5.5   40.3   0     0.74465
August    30 9    0     0     40.3   0     0.74937
August    30 10   0     0     40.3   0     0.71971
August    30 11   0     0     40.3   0     0.672
August    30 12   0     0     40.3   0     0.64806
August    30 13   0     0     40.3   0     0.58756
August    30 14   0     0     40.3   0     0.59025
August    30 15   0     0     40.3   0     0.57171
August    30 16   0     0     40.3   0     0.61313
August    30 17   0     5.5   34.8   0     0.66025
August    30 18   0     0     34.8   7.5   0.69495
August    30 19   0     0     34.8   7.5   0.74765
August    30 20   0     0     34.8   7.5   0.79997
August    30 21   0     0     34.8   7.5   0.7395
August    30 22   0     0     34.8   7.5   0.68258
August    30 23   0     0     34.8   7.5   0.6506
August    30 24   0     0     34.8   7.5   0.59216
August    31 1    0     0     34.8   7.5   0.54735
August    31 2    0     0     34.8   7.5   0.53894
August    31 3    0     0     34.8   7.5   0.55531
August    31 4    0     0     34.8   7.5   0.51304
August    31 5    0     0     34.8   7.5   0.5562
August    31 6    0     0     34.8   7.5   0.57339
August    31 7    0     0     34.8   7.5   0.645
August    31 8    0     5.5   29.3   0     0.67275
August    31 9    0     0     29.3   0     0.70374
August    31 10   0     0     29.3   0     0.66608
August    31 11   0     0     29.3   0     0.64997
August    31 12   0     0     29.3   0     0.64805
August    31 13   0     0     29.3   0     0.57181
August    31 14   0     0     29.3   0     0.54601
August    31 15   0     0     29.3   0     0.51287
August    31 16   0     0     29.3   0     0.53626
August    31 17   0     5.5   23.8   0     0.57616
August    31 18   0     0     23.8   7.5   0.65139
August    31 19   0     0     23.8   7.5   0.66857
August    31 20   0     0     23.8   7.5   0.6961
August    31 21   0     0     23.8   7.5   0.67409
August    31 22   0     0     23.8   7.5   0.65257
August    31 23   0     0     23.8   7.5   0.57747
August    31 24   0     0     23.8   7.5   0.54326
September 1  1    0     0     23.8   7.5   0.50543
September 1  2    0     0     23.8   7.5   0.49883
September 1  3    0     0     23.8   7.5   0.49881
September 1  4    0     0     23.8   7.5   0.49436
September 1  5    0     0     23.8   7.5   0.50487
September 1  6    0     0     23.8   7.5   0.57282
September 1  7    0     0     23.8   7.5   0.595
September 1  8    0     5.5   18.3   0     0.64847
September 1  9    0     0     18.3   0     0.64483
September 1  10   0     0     18.3   0     0.59985
September 1  11   0     0     18.3   0     0.58146
September 1  12   0     0     18.3   0     0.53872
September 1  13   0     0     18.3   0     0.5111
September 1  14   0     0     18.3   0     0.50728
September 1  15   0     0     18.3   0     0.5276
September 1  16   0     0     18.3   0     0.55691
September 1  17   0     5.5   12.8   0     0.58005
September 1  18   0     0     12.8   7.5   0.61992
September 1  19   0     0     12.8   7.5   0.65481
September 1  20   0     0     12.8   7.5   0.67891
September 1  21   0     0     12.8   7.5   0.66315
September 1  22   0     0     12.8   7.5   0.63241
September 1  23   0     0     12.8   7.5   0.56502
September 1  24   0     0     12.8   7.5   0.51103
September 2  1    0     0     12.8   7.5   0.46967
September 2  2    0     0     12.8   7.5   0.43124
September 2  3    0     0     12.8   7.5   0.40716
September 2  4    7.5   0     20.3   7.5   0.37351
September 2  5    3.5   0     23.8   7.5   0.40426
September 2  6    0     0     23.8   7.5   0.44659
September 2  7    0     0     23.8   7.5   0.53091
September 2  8    0     5.5   18.3   0     0.56509
September 2  9    0     0     18.3   0     0.58197
September 2  10   0     0     18.3   0     0.54676
September 2  11   0     0     18.3   0     0.51239
September 2  12   0     0     18.3   0     0.42653
September 2  13   0     0     18.3   0     0.29143
September 2  14   0     0     18.3   0     0.27
September 2  15   0     0     18.3   0     0.27185
September 2  16   0     0     18.3   0     0.3199
September 2  17   0     5.5   12.8   0     0.39481
September 2  18   0     0     12.8   7.5   0.48953
September 2  19   0     0     12.8   7.5   0.54996
September 2  20   0     0     12.8   7.5   0.5701
September 2  21   0     0     12.8   7.5   0.5425
September 2  22   0     0     12.8   7.5   0.43858
September 2  23   0     0     12.8   7.5   0.35424
September 2  24   6.2   0     19     7.5   0.21678
September 3  1    0     0     19     7.5   0.23755
September 3  2    0     0     19     7.5   0.2528
September 3  3    0     0     19     7.5   0.27085
September 3  4    0     0     19     7.5   0.25799
September 3  5    0     0     19     7.5   0.24283
September 3  6    0     0     19     7.5   0.301
September 3  7    0     0     19     7.5   0.28321
September 3  8    0     0     19     7.5   0.38113
September 3  9    0     0     19     7.5   0.41239
September 3  10   0     0     19     7.5   0.39242
September 3  11   0     0     19     7.5   0.44091
September 3  12   0     0     19     7.5   0.4524
September 3  13   0     0     19     7.5   0.4676
September 3  14   0     0     19     7.5   0.45516
September 3  15   0     0     19     7.5   0.45854
September 3  16   0     0     19     7.5   0.42983
September 3  17   0     0     19     7.5   0.38609
September 3  18   0     0     19     7.5   0.41353
September 3  19   0     0     19     7.5   0.46718
September 3  20   0     0     19     7.5   0.53
September 3  21   0     0     19     7.5   0.51169
September 3  22   0     0     19     7.5   0.44189
September 3  23   0     0     19     7.5   0.39392
September 3  24   0     0     19     7.5   0.32995
September 4  1    0     0     19     7.5   0.217
September 4  2    7.5   0     26.5   7.5   0.21132
September 4  3    7.5   0     34     7.5   0.20645
September 4  4    7.5   0     41.5   7.5   0.21069
September 4  5    0     0     41.5   7.5   0.22712
September 4  6    0     0     41.5   7.5   0.22985
September 4  7    0     0     41.5   7.5   0.21737
September 4  8    0     0     41.5   7.5   0.23315
September 4  9    7.5   0     49     7.5   0.21622
September 4  10   7.5   0     56.5   7.5   0.19004
September 4  11   0     0     56.5   7.5   0.29995
September 4  12   7.5   0     64     7.5   0.20154
September 4  13   0     0     64     7.5   0.24999
September 4  14   0     0     64     7.5   0.40702
September 4  15   0     0     64     7.5   0.40665
September 4  16   0     0     64     7.5   0.36647
September 4  17   0     0     64     7.5   0.24992
September 4  18   0     0     64     7.5   0.4125
September 4  19   0     0     64     7.5   0.44454
September 4  20   0     0     64     7.5   0.50386
September 4  21   0     0     64     7.5   0.5034
September 4  22   0     0     64     7.5   0.45154
September 4  23   0     0     64     7.5   0.42119
September 4  24   0     0     64     7.5   0.34601
September 5  1    0     0     64     7.5   0.27729
September 5  2    0     0     64     7.5   0.22657
September 5  3    0     0     64     7.5   0.2188
September 5  4    0     0     64     7.5   0.2295
September 5  5    0     0     64     7.5   0.24647
September 5  6    0     0     64     7.5   0.3785
September 5  7    0     0     64     7.5   0.4599
September 5  8    0     5.5   58.5   0     0.5065
September 5  9    0     0     58.5   0     0.51993
September 5  10   0     0     58.5   0     0.47892
September 5  11   0     0     58.5   0     0.43166
September 5  12   0     0     58.5   0     0.38798
September 5  13   0     0     58.5   0     0.40491
September 5  14   0     0     58.5   0     0.40099
September 5  15   0     0     58.5   0     0.29305
September 5  16   0     0     58.5   0     0.40493
September 5  17   0     5.5   53     0     0.40422
September 5  18   0     0     53     7.5   0.48705
September 5  19   0     0     53     7.5   0.5499
September 5  20   0     0     53     7.5   0.58297
September 5  21   0     0     53     7.5   0.50682
September 5  22   0     0     53     7.5   0.42015
September 5  23   0     0     53     7.5   0.33128
September 5  24   7.5   0     60.5   7.5   0.23218
September 6  1    2.8   0     63.3   7.5   0.28168
September 6  2    0     0     63.3   7.5   0.30784
September 6  3    0     0     63.3   7.5   0.2845
September 6  4    0     0     63.3   7.5   0.29192
September 6  5    0     0     63.3   7.5   0.29592
September 6  6    0     0     63.3   7.5   0.39612
September 6  7    0     0     63.3   7.5   0.46562
September 6  8    0     5.5   57.8   0     0.52505
September 6  9    0     0     57.8   0     0.54433
September 6  10   0     0     57.8   0     0.47815
September 6  11   0     0     57.8   0     0.44486
September 6  12   0     0     57.8   0     0.31424
September 6  13   0     0     57.8   0     0.26333
September 6  14   0     0     57.8   0     0.27564
September 6  15   0     0     57.8   0     0.28887
September 6  16   0     0     57.8   0     0.38992
September 6  17   0     5.5   52.3   0     0.4759
September 6  18   0     0     52.3   7.5   0.48553
September 6  19   0     0     52.3   7.5   0.52993
September 6  20   0     0     52.3   7.5   0.55371
September 6  21   0     0     52.3   7.5   0.54522
September 6  22   0     0     52.3   7.5   0.51357
September 6  23   0     0     52.3   7.5   0.46981
September 6  24   0     0     52.3   7.5   0.45661
September 7  1    0     0     52.3   7.5   0.42632
September 7  2    0     0     52.3   7.5   0.39554
September 7  3    0     0     52.3   7.5   0.37842
September 7  4    0     0     52.3   7.5   0.37705
September 7  5    0     0     52.3   7.5   0.39924
September 7  6    0     0     52.3   7.5   0.40661
September 7  7    0     0     52.3   7.5   0.47208
September 7  8    0     5.5   46.8   0     0.50378
September 7  9    0     0     46.8   0     0.50802
September 7  10   0     0     46.8   0     0.50004
September 7  11   0     0     46.8   0     0.46994
September 7  12   0     0     46.8   0     0.45038
September 7  13   0     0     46.8   0     0.40555
September 7  14   0     0     46.8   0     0.40205
September 7  15   0     0     46.8   0     0.40934
September 7  16   0     0     46.8   0     0.41277
September 7  17   0     5.5   41.3   0     0.47192
September 7  18   0     0     41.3   7.5   0.50489
September 7  19   0     0     41.3   7.5   0.52633
September 7  20   0     0     41.3   7.5   0.55001
September 7  21   0     0     41.3   7.5   0.52993
September 7  22   0     0     41.3   7.5   0.50759
September 7  23   0     0     41.3   7.5   0.48976
September 7  24   0     0     41.3   7.5   0.43881
September 8  1    0     0     41.3   7.5   0.44195
September 8  2    0     0     41.3   7.5   0.40774
September 8  3    0     0     41.3   7.5   0.40029
September 8  4    0     0     41.3   7.5   0.38192
September 8  5    0     0     41.3   7.5   0.37923
September 8  6    0     0     41.3   7.5   0.44201
September 8  7    0     0     41.3   7.5   0.46287
September 8  8    0     5.5   35.8   0     0.48925
September 8  9    0     0     35.8   0     0.50781
September 8  10   0     0     35.8   0     0.47645
September 8  11   0     0     35.8   0     0.4687
September 8  12   0     0     35.8   0     0.44144
September 8  13   0     0     35.8   0     0.429
September 8  14   0     0     35.8   0     0.40975
September 8  15   0     0     35.8   0     0.3999
September 8  16   0     0     35.8   0     0.40475
September 8  17   0     5.5   30.3   0     0.41593
September 8  18   0     0     30.3   7.5   0.45516
September 8  19   0     0     30.3   7.5   0.4703
September 8  20   0     0     30.3   7.5   0.48148
September 8  21   0     0     30.3   7.5   0.48729
September 8  22   0     0     30.3   7.5   0.45307
September 8  23   0     0     30.3   7.5   0.39428
September 8  24   0     0     30.3   7.5   0.33447
September 9  1    0     0     30.3   7.5   0.30897
September 9  2    7.5   0     37.8   7.5   0.24531
September 9  3    7.5   0     45.3   7.5   0.21114
September 9  4    7.5   0     52.8   7.5   0.19876
September 9  5    7.5   0     60.3   7.5   0.23413
September 9  6    0     0     60.3   7.5   0.28762
September 9  7    0     0     60.3   7.5   0.36996
September 9  8    0     5.5   54.8   0     0.41764
September 9  9    0     0     54.8   0     0.41808
September 9  10   0     0     54.8   0     0.40315
September 9  11   0     0     54.8   0     0.37524
September 9  12   0     0     54.8   0     0.34042
September 9  13   0     0     54.8   0     0.35063
September 9  14   0     0     54.8   0     0.30183
September 9  15   0     0     54.8   0     0.30328
September 9  16   0     0     54.8   0     0.30033
September 9  17   0     5.5   49.3   0     0.37589
September 9  18   0     0     49.3   7.5   0.40238
September 9  19   0     0     49.3   7.5   0.42182
September 9  20   0     0     49.3   7.5   0.45286
September 9  21   0     0     49.3   7.5   0.45058
September 9  22   0     0     49.3   7.5   0.40693
September 9  23   0     0     49.3   7.5   0.38712
September 9  24   0     0     49.3   7.5   0.38745
September 10 1    0     0     49.3   7.5   0.40085
September 10 2    0     0     49.3   7.5   0.37058
September 10 3    0     0     49.3   7.5   0.3626
September 10 4    0     0     49.3   7.5   0.35847
September 10 5    0     0     49.3   7.5   0.35849
September 10 6    0     0     49.3   7.5   0.36743
September 10 7    0     0     49.3   7.5   0.3935
September 10 8    0     0     49.3   7.5   0.40645
September 10 9    0     0     49.3   7.5   0.42358
September 10 10   0     0     49.3   7.5   0.42173
September 10 11   0     0     49.3   7.5   0.44265
September 10 12   0     0     49.3   7.5   0.43175
September 10 13   0     0     49.3   7.5   0.41277
September 10 14   0     0     49.3   7.5   0.36636
September 10 15   0     0     49.3   7.5   0.36015
September 10 16   0     0     49.3   7.5   0.3647
September 10 17   0     0     49.3   7.5   0.39496
September 10 18   0     0     49.3   7.5   0.45822
September 10 19   0     0     49.3   7.5   0.44211
September 10 20   0     0     49.3   7.5   0.47993
September 10 21   0     0     49.3   7.5   0.47982
September 10 22   0     0     49.3   7.5   0.45401
September 10 23   0     0     49.3   7.5   0.44992
September 10 24   0     0     49.3   7.5   0.4488
September 11 1    0     0     49.3   7.5   0.43493
September 11 2    0     0     49.3   7.5   0.39739
September 11 3    0     0     49.3   7.5   0.39738
September 11 4    0     0     49.3   7.5   0.38103
September 11 5    0     0     49.3   7.5   0.37001
September 11 6    0     0     49.3   7.5   0.38083
September 11 7    0     0     49.3   7.5   0.39034
September 11 8    0     0     49.3   7.5   0.3965
September 11 9    0     0     49.3   7.5   0.41414
September 11 10   0     0     49.3   7.5   0.41499
September 11 11   0     0     49.3   7.5   0.40093
September 11 12   0     0     49.3   7.5   0.3922
September 11 13   0     0     49.3   7.5   0.37152
September 11 14   0     0     49.3   7.5   0.34511
September 11 15   0     0     49.3   7.5   0.28456
September 11 16   0     0     49.3   7.5   0.3065
September 11 17   0     0     49.3   7.5   0.37661
September 11 18   0     0     49.3   7.5   0.42637
September 11 19   0     0     49.3   7.5   0.46559
September 11 20   0     0     49.3   7.5   0.4938
September 11 21   0     0     49.3   7.5   0.50497
September 11 22   0     0     49.3   7.5   0.48494
September 11 23   0     0     49.3   7.5   0.45126
September 11 24   0     0     49.3   7.5   0.40403
September 12 1    0     0     49.3   7.5   0.35746
September 12 2    0     0     49.3   7.5   0.3661
September 12 3    0     0     49.3   7.5   0.3656
September 12 4    0     0     49.3   7.5   0.36035
September 12 5    0     0     49.3   7.5   0.36394
September 12 6    0     0     49.3   7.5   0.40149
September 12 7    0     0     49.3   7.5   0.45492
September 12 8    0     5.5   43.8   0     0.48709
September 12 9    0     0     43.8   0     0.49023
September 12 10   0     0     43.8   0     0.45897
September 12 11   0     0     43.8   0     0.41798
September 12 12   0     0     43.8   0     0.37084
September 12 13   0     0     43.8   0     0.36257
September 12 14   0     0     43.8   0     0.33976
September 12 15   0     0     43.8   0     0.34772
September 12 16   0     0     43.8   0     0.35524
September 12 17   0     5.5   38.3   0     0.40763
September 12 18   0     0     38.3   7.5   0.45798
September 12 19   0     0     38.3   7.5   0.49072
September 12 20   0     0     38.3   7.5   0.496
September 12 21   0     0     38.3   7.5   0.48725
September 12 22   0     0     38.3   7.5   0.44992
September 12 23   0     0     38.3   7.5   0.37546
September 12 24   0     0     38.3   7.5   0.34196
September 13 1    0     0     38.3   7.5   0.35017
September 13 2    0     0     38.3   7.5   0.30374
September 13 3    0     0     38.3   7.5   0.29074
September 13 4    0     0     38.3   7.5   0.30386
September 13 5    0     0     38.3   7.5   0.31191
September 13 6    0     0     38.3   7.5   0.3098
September 13 7    0     0     38.3   7.5   0.39597
September 13 8    0     5.5   32.8   0     0.44548
September 13 9    0     0     32.8   0     0.45595
September 13 10   0     0     32.8   0     0.44643
September 13 11   0     0     32.8   0     0.4358
September 13 12   0     0     32.8   0     0.4433
September 13 13   0     0     32.8   0     0.3467
September 13 14   0     0     32.8   0     0.33576
September 13 15   0     0     32.8   0     0.34164
September 13 16   0     0     32.8   0     0.356
September 13 17   0     5.5   27.3   0     0.37359
September 13 18   0     0     27.3   7.5   0.41579
September 13 19   0     0     27.3   7.5   0.45061
September 13 20   0     0     27.3   7.5   0.47013
September 13 21   0     0     27.3   7.5   0.46711
September 13 22   0     0     27.3   7.5   0.42664
September 13 23   0     0     27.3   7.5   0.38992
September 13 24   0     0     27.3   7.5   0.33422
September 14 1    0     0     27.3   7.5   0.35538
September 14 2    0     0     27.3   7.5   0.31926
September 14 3    0     0     27.3   7.5   0.32937
September 14 4    0     0     27.3   7.5   0.32523
September 14 5    0     0     27.3   7.5   0.33669
September 14 6    0     0     27.3   7.5   0.3635
September 14 7    0     0     27.3   7.5   0.41338
September 14 8    0     5.5   21.8   0     0.46007
September 14 9    0     0     21.8   0     0.47844
September 14 10   0     0     21.8   0     0.48614
September 14 11   0     0     21.8   0     0.47805
September 14 12   0     0     21.8   0     0.47552
September 14 13   0     0     21.8   0     0.4604
September 14 14   0     0     21.8   0     0.44991
September 14 15   0     0     21.8   0     0.42166
September 14 16   0     0     21.8   0     0.43996
September 14 17   0     5.5   16.3   0     0.44678
September 14 18   0     0     16.3   7.5   0.46144
September 14 19   0     0     16.3   7.5   0.4664
September 14 20   0     0     16.3   7.5   0.47391
September 14 21   0     0     16.3   7.5   0.47367
September 14 22   0     0     16.3   7.5   0.46034
September 14 23   0     0     16.3   7.5   0.41954
September 14 24   0     0     16.3   7.5   0.35558
September 15 1    0     0     16.3   7.5   0.40261
September 15 2    0     0     16.3   7.5   0.34961
September 15 3    0     0     16.3   7.5   0.32672
September 15 4    0     0     16.3   7.5   0.31152
September 15 5    7.5   0     23.8   7.5   0.28069
September 15 6    0     0     23.8   7.5   0.37728
September 15 7    0     0     23.8   7.5   0.39237
September 15 8    0     5.5   18.3   0     0.4258
September 15 9    0     0     18.3   0     0.42738
September 15 10   0     0     18.3   0     0.42882
September 15 11   0     0     18.3   0     0.40765
September 15 12   0     0     18.3   0     0.38462
September 15 13   0     0     18.3   0     0.34146
September 15 14   0     0     18.3   0     0.31218
September 15 15   0     0     18.3   0     0.30653
September 15 16   0     0     18.3   0     0.26916
September 15 17   0     5.5   12.8   0     0.29965
September 15 18   0     0     12.8   7.5   0.36115
September 15 19   0     0     12.8   7.5   0.41074
September 15 20   0     0     12.8   7.5   0.41854
September 15 21   0     0     12.8   7.5   0.42394
September 15 22   0     0     12.8   7.5   0.39321
September 15 23   0     0     12.8   7.5   0.35316
September 15 24   0     0     12.8   7.5   0.26222
September 16 1    0     0     12.8   7.5   0.18844
September 16 2    3.5   0     16.3   7.5   0.16896
September 16 3    0     0     16.3   7.5   0.22574
September 16 4    0     0     16.3   7.5   0.18004
September 16 5    7.5   0     23.8   7.5   0.14715
September 16 6    0     0     23.8   7.5   0.21828
September 16 7    0     0     23.8   7.5   0.36543
September 16 8    0     5.5   18.3   0     0.41991
September 16 9    0     0     18.3   0     0.41402
September 16 10   0     0     18.3   0     0.40159
September 16 11   0     0     18.3   0     0.40376
September 16 12   0     0     18.3   0     0.40234
September 16 13   0     0     18.3   0     0.40681
September 16 14   0     0     18.3   0     0.40509
September 16 15   0     0     18.3   0     0.40496
September 16 16   0     0     18.3   0     0.40377
September 16 17   0     5.5   12.8   0     0.39996
September 16 18   0     0     12.8   7.5   0.26371
September 16 19   0     0     12.8   7.5   0.32378
September 16 20   0     0     12.8   7.5   0.37557
September 16 21   0     0     12.8   7.5   0.3612
September 16 22   0     0     12.8   7.5   0.23311
September 16 23   0     0     12.8   7.5   0.27382
September 16 24   0     0     12.8   7.5   0.23476
September 17 1    0     0     12.8   7.5   0.3835
September 17 2    0     0     12.8   7.5   0.3582
September 17 3    0     0     12.8   7.5   0.2424
September 17 4    0     0     12.8   7.5   0.24082
September 17 5    0     0     12.8   7.5   0.24002
September 17 6    0     0     12.8   7.5   0.19504
September 17 7    0     0     12.8   7.5   0.08487
September 17 8    0     0     12.8   7.5   0.24549
September 17 9    0     0     12.8   7.5   0.23061
September 17 10   0     0     12.8   7.5   0.38282
September 17 11   0     0     12.8   7.5   0.38822
September 17 12   0     0     12.8   7.5   0.38152
September 17 13   0     0     12.8   7.5   0.38238
September 17 14   0     0     12.8   7.5   0.22984
September 17 15   0     0     12.8   7.5   0.18354
September 17 16   0     0     12.8   7.5   0.18873
September 17 17   0     0     12.8   7.5   0.03631
September 17 18   0     0     12.8   7.5   0.06885
September 17 19   0     0     12.8   7.5   0.23502
September 17 20   0     0     12.8   7.5   0.22496
September 17 21   0     0     12.8   7.5   0.33651
September 17 22   0     0     12.8   7.5   0.39017
September 17 23   0     0     12.8   7.5   0.24563
September 17 24   0     0     12.8   7.5   0.26411
September 18 1    7.5   0     20.3   7.5   0.02747
September 18 2    7.5   0     27.8   7.5   0.02787
September 18 3    7.5   0     35.3   7.5   0.02285
September 18 4    7.5   0     42.8   7.5   0.02798
September 18 5    0     0     42.8   7.5   0.03504
September 18 6    7.5   0     50.3   7.5   0.03159
September 18 7    7.5   0     57.8   7.5   0.02464
September 18 8    0     0     57.8   7.5   0.06197
